Gene Name,Chromosome,Start,End
gene:Rv2401,Chromosome,2697728,2698057
gene:Rv2401A,Chromosome,2698042,2698245
gene:Rv2402,Chromosome,2698529,2700457
gene:Rv2403c,Chromosome,2700535,2701290
gene:Rv2404c,Chromosome,2701287,2703248
gene:Rv2405,Chromosome,2703269,2703838
gene:Rv2406c,Chromosome,2704009,2704437
gene:Rv2407,Chromosome,2704697,2705518
gene:Rv2408,Chromosome,2706017,2706736
gene:Rv2409c,Chromosome,2706494,2707333
gene:Rv2410c,Chromosome,2707333,2708310
gene:Rv2411c,Chromosome,2708310,2709965
gene:Rv2412,Chromosome,2710075,2710335
gene:Rv2413c,Chromosome,2710351,2711301
gene:Rv2414c,Chromosome,2711332,2712876
gene:Rv2415c,Chromosome,2712891,2713784
gene:Rv2416c,Chromosome,2714124,2715332
gene:Rv2417c,Chromosome,2715472,2716314
gene:Rv2418c,Chromosome,2716395,2717138
gene:Rv2419c,Chromosome,2717128,2717799
gene:Rv2420c,Chromosome,2717796,2718176
gene:Rv2421c,Chromosome,2718173,2718808
gene:Rv2422,Chromosome,2719083,2719355
gene:Rv2423,Chromosome,2719597,2720643
gene:Rv2424c,Chromosome,2720776,2721777
gene:Rv2425c,Chromosome,2721866,2723308
gene:Rv2426c,Chromosome,2723308,2724183
gene:Rv2427c,Chromosome,2724230,2725477
gene:Rv2428,Chromosome,2726193,2726780
gene:Rv2429,Chromosome,2726806,2727339
gene:Rv2430c,Chromosome,2727336,2727920
gene:Rv2431c,Chromosome,2727967,2728266
gene:Rv2432c,Chromosome,2728437,2728847
gene:Rv2433c,Chromosome,2728844,2729134
gene:Rv2434c,Chromosome,2729115,2730560
gene:Rv2435c,Chromosome,2730557,2732749
gene:Rv2436,Chromosome,2733230,2734144
gene:Rv2437,Chromosome,2734376,2734795
gene:Rv2438c,Chromosome,2734792,2736831
gene:Rv2438A,Chromosome,2736709,2736987
gene:Rv2439c,Chromosome,2737117,2738247
gene:Rv2440c,Chromosome,2738247,2739686
gene:Rv2441c,Chromosome,2739772,2740032
gene:Rv2442c,Chromosome,2740047,2740361
gene:Rv2443,Chromosome,2740709,2742184
gene:Rv2444c,Chromosome,2742123,2744984
gene:Rv2445c,Chromosome,2745314,2745724
gene:Rv2446c,Chromosome,2745767,2746138
gene:Rv2447c,Chromosome,2746135,2747598
gene:Rv2448c,Chromosome,2747595,2750225
gene:Rv2449c,Chromosome,2750313,2751572
gene:Rv2450c,Chromosome,2751662,2752180
gene:Rv2451,Chromosome,2752262,2752660
gene:Rv2452c,Chromosome,2752848,2752994
gene:Rv2453c,Chromosome,2753018,2753623
gene:Rv2454c,Chromosome,2753625,2754746
gene:Rv2455c,Chromosome,2754743,2756704
gene:Rv2456c,Chromosome,2756936,2758192
gene:Rv2457c,Chromosome,2758208,2759488
gene:Rv2458,Chromosome,2759779,2760687
gene:Rv2459,Chromosome,2760854,2762380
gene:Rv2460c,Chromosome,2762531,2763175
gene:Rv2461c,Chromosome,2763172,2763774
gene:Rv2462c,Chromosome,2763891,2765291
gene:Rv2463,Chromosome,2765655,2766839
gene:Rv2464c,Chromosome,2766859,2767665
gene:Rv2465c,Chromosome,2767671,2768159
gene:Rv2466c,Chromosome,2768261,2768884
gene:Rv2467,Chromosome,2768986,2771571
gene:Rv2468c,Chromosome,2771644,2772147
gene:Rv2468A,Chromosome,2772098,2772331
gene:Rv2469c,Chromosome,2772367,2773035
gene:Rv2470,Chromosome,2773178,2773564
gene:Rv2471,Chromosome,2773564,2775204
gene:Rv2472,Chromosome,2775272,2775565
gene:Rv2473,Chromosome,2775568,2776284
gene:Rv2474c,Chromosome,2776316,2776969
gene:Rv2475c,Chromosome,2776975,2777391
gene:Rv2476c,Chromosome,2777388,2782262
gene:Rv2477c,Chromosome,2782366,2784042
gene:Rv2478c,Chromosome,2784123,2784608
gene:Rv2479c,Chromosome,2784657,2785643
gene:Rv2480c,Chromosome,2785592,2785918
gene:Rv2481c,Chromosome,2786575,2786898
gene:Rv2482c,Chromosome,2786914,2789283
gene:Rv2483c,Chromosome,2789280,2791022
gene:Rv2484c,Chromosome,2791019,2792494
gene:Rv2485c,Chromosome,2792723,2793988
gene:Rv2486,Chromosome,2794350,2795120
gene:Rv2487c,Chromosome,2795301,2797385
gene:Rv2488c,Chromosome,2797467,2800880
gene:Rv2489c,Chromosome,2800846,2801145
gene:Rv2490c,Chromosome,2801254,2806236
gene:Rv2491,Chromosome,2806665,2807288
gene:Rv2492,Chromosome,2807278,2808030
gene:Rv2493,Chromosome,2808083,2808304
gene:Rv2494,Chromosome,2808310,2808735
gene:Rv2495c,Chromosome,2808758,2809939
gene:Rv2496c,Chromosome,2809936,2810982
gene:Rv2497c,Chromosome,2810993,2812096
gene:Rv2498c,Chromosome,2812355,2813176
gene:Rv2499c,Chromosome,2813173,2813730
gene:Rv2500c,Chromosome,2813727,2814911
gene:Rv2501c,Chromosome,2814916,2816880
gene:Rv2502c,Chromosome,2816885,2818474
gene:Rv2503c,Chromosome,2818471,2819127
gene:Rv2504c,Chromosome,2819124,2819870
gene:Rv2505c,Chromosome,2819953,2821596
gene:Rv2506,Chromosome,2821712,2822359
gene:Rv2507,Chromosome,2822438,2823259
gene:Rv2508c,Chromosome,2823256,2824593
gene:Rv2509,Chromosome,2824678,2825484
gene:Rv2510c,Chromosome,2825488,2827089
gene:Rv2511,Chromosome,2827157,2827804
gene:Rv2512c,Chromosome,2828556,2829803
gene:Rv2513,Chromosome,2830161,2830583
gene:Rv2514c,Chromosome,2830877,2831338
gene:Rv2515c,Chromosome,2831344,2832591
gene:Rv2516c,Chromosome,2832710,2833513
gene:Rv2517c,Chromosome,2833510,2833761
gene:Rv2518c,Chromosome,2834109,2835335
gene:Rv2519,Chromosome,2835785,2837263
gene:Rv2520c,Chromosome,2837388,2837615
gene:Rv2521,Chromosome,2837684,2838157
gene:Rv2522c,Chromosome,2838129,2839541
gene:Rv2523c,Chromosome,2839538,2839930
gene:Rv2524c,Chromosome,2840123,2849332
gene:Rv2525c,Chromosome,2849852,2850574
gene:Rv2526,Chromosome,2851091,2851318
gene:Rv2527,Chromosome,2851315,2851716
gene:Rv2528c,Chromosome,2851751,2852671
gene:Rv2529,Chromosome,2852875,2854266
gene:Rv2530c,Chromosome,2854267,2854686
gene:Rv2530A,Chromosome,2854683,2854907
gene:Rv2531c,Chromosome,2854938,2857781
gene:Rv2532c,Chromosome,2857853,2858254
gene:Rv2533c,Chromosome,2858254,2858724
gene:Rv2534c,Chromosome,2858727,2859290
gene:Rv2535c,Chromosome,2859300,2860418
gene:Rv2536,Chromosome,2860452,2861144
gene:Rv2537c,Chromosome,2861148,2861591
gene:Rv2538c,Chromosome,2861588,2862676
gene:Rv2539c,Chromosome,2862673,2863203
gene:Rv2540c,Chromosome,2863207,2864412
gene:Rv2541,Chromosome,2864427,2864834
gene:Rv2542,Chromosome,2865130,2866341
gene:Rv2543,Chromosome,2866468,2867127
gene:Rv2544,Chromosome,2867124,2867786
gene:Rv2545,Chromosome,2867783,2868061
gene:Rv2546,Chromosome,2868154,2868567
gene:Rv2547,Chromosome,2868606,2868863
gene:Rv2548,Chromosome,2868860,2869237
gene:Rv2548A,Chromosome,2869253,2869627
gene:Rv2549c,Chromosome,2869727,2870122
gene:Rv2550c,Chromosome,2870119,2870364
gene:Rv2551c,Chromosome,2870775,2871194
gene:Rv2552c,Chromosome,2871206,2872015
gene:Rv2553c,Chromosome,2872012,2873265
gene:Rv2554c,Chromosome,2873258,2873770
gene:Rv2555c,Chromosome,2873771,2876485
gene:Rv2556c,Chromosome,2876576,2876965
gene:Rv2557,Chromosome,2877072,2877746
gene:Rv2558,Chromosome,2877831,2878541
gene:Rv2559c,Chromosome,2878571,2879929
gene:Rv2560,Chromosome,2880075,2881052
gene:Rv2561,Chromosome,2881409,2881702
gene:Rv2562,Chromosome,2881758,2882147
gene:Rv2563,Chromosome,2882290,2883339
gene:Rv2564,Chromosome,2883342,2884334
gene:Rv2565,Chromosome,2884611,2886362
gene:Rv2566,Chromosome,2886373,2889795
gene:Rv2567,Chromosome,2889795,2892449
gene:Rv2568c,Chromosome,2892446,2893471
gene:Rv2569c,Chromosome,2893464,2894408
gene:Rv2570,Chromosome,2894512,2894901
gene:Rv2571c,Chromosome,2894893,2895960
gene:Rv2572c,Chromosome,2896013,2897803
gene:Rv2573,Chromosome,2898043,2898783
gene:Rv2574,Chromosome,2898806,2899309
gene:Rv2575,Chromosome,2899339,2900220
gene:Rv2576c,Chromosome,2900226,2900690
gene:Rv2577,Chromosome,2900918,2902507
gene:Rv2578c,Chromosome,2902509,2903531
gene:Rv2579,Chromosome,2903639,2904541
gene:Rv2580c,Chromosome,2904821,2906092
gene:Rv2581c,Chromosome,2906089,2906763
gene:Rv2582,Chromosome,2906814,2907740
gene:Rv2583c,Chromosome,2907826,2910198
gene:Rv2584c,Chromosome,2910229,2910900
gene:Rv2585c,Chromosome,2911004,2912677
gene:Rv2586c,Chromosome,2912683,2914011
gene:Rv2587c,Chromosome,2914015,2915736
gene:Rv2588c,Chromosome,2915846,2916193
gene:Rv2589,Chromosome,2916360,2917709
gene:Rv2590,Chromosome,2917871,2921377
gene:Rv2591,Chromosome,2921551,2923182
gene:Rv2592c,Chromosome,2923199,2924233
gene:Rv2593c,Chromosome,2924230,2924820
gene:Rv2594c,Chromosome,2924817,2925383
gene:Rv2595,Chromosome,2925492,2925737
gene:Rv2596,Chromosome,2925734,2926138
gene:Rv2597,Chromosome,2926355,2926975
gene:Rv2598,Chromosome,2926986,2927480
gene:Rv2599,Chromosome,2927477,2927908
gene:Rv2600,Chromosome,2927990,2928391
gene:Rv2601,Chromosome,2928388,2929959
gene:Rv2601A,Chromosome,2930070,2930357
gene:Rv2602,Chromosome,2930344,2930784
gene:Rv2603c,Chromosome,2930805,2931560
gene:Rv2604c,Chromosome,2931693,2932289
gene:Rv2605c,Chromosome,2932297,2933142
gene:Rv2606c,Chromosome,2933171,2934070
gene:Rv2607,Chromosome,2934198,2934872
gene:Rv2608,Chromosome,2935046,2936788
gene:Rv2609c,Chromosome,2936810,2937865
gene:Rv2610c,Chromosome,2937865,2939001
gene:Rv2611c,Chromosome,2939012,2939962
gene:Rv2612c,Chromosome,2939959,2940612
gene:Rv2613c,Chromosome,2940609,2941196
gene:Rv2614c,Chromosome,2941189,2943267
gene:Rv2614A,Chromosome,2943376,2943603
gene:Rv2615c,Chromosome,2943600,2944985
gene:Rv2616,Chromosome,2945330,2945830
gene:Rv2617c,Chromosome,2945847,2946287
gene:Rv2618,Chromosome,2946434,2947111
gene:Rv2619c,Chromosome,2947096,2947449
gene:Rv2620c,Chromosome,2947462,2947887
gene:Rv2621c,Chromosome,2947884,2948558
gene:Rv2622,Chromosome,2948636,2949457
gene:Rv2623,Chromosome,2949593,2950486
gene:Rv2624c,Chromosome,2950489,2951307
gene:Rv2625c,Chromosome,2951322,2952503
gene:Rv2626c,Chromosome,2952562,2952993
gene:Rv2627c,Chromosome,2953507,2954748
gene:Rv2628,Chromosome,2955058,2955420
gene:Rv2629,Chromosome,2955767,2956891
gene:Rv2630,Chromosome,2956893,2957432
gene:Rv2631,Chromosome,2957572,2958870
gene:Rv2632c,Chromosome,2958909,2959190
gene:Rv2633c,Chromosome,2959335,2959820
gene:Rv2634c,Chromosome,2960105,2962441
gene:Rv2635,Chromosome,2962470,2962712
gene:Rv2636,Chromosome,2962713,2963390
gene:Rv2637,Chromosome,2963586,2964242
gene:Rv2638,Chromosome,2964405,2964851
gene:Rv2639c,Chromosome,2965026,2965358
gene:Rv2640c,Chromosome,2965478,2965837
gene:Rv2641,Chromosome,2965939,2966397
gene:Rv2642,Chromosome,2966533,2966913
gene:Rv2643,Chromosome,2966910,2968406
gene:Rv2644c,Chromosome,2968533,2968850
gene:Rv2645,Chromosome,2970123,2970554
gene:Rv2646,Chromosome,2970551,2971549
gene:Rv2647,Chromosome,2971659,2972027
gene:Rv2648,Chromosome,2972160,2972486
gene:Rv2649,Chromosome,2972435,2973421
gene:Rv2650c,Chromosome,2973795,2975234
gene:Rv2651c,Chromosome,2975242,2975775
gene:Rv2652c,Chromosome,2975928,2976554
gene:Rv2653c,Chromosome,2976586,2976909
gene:Rv2654c,Chromosome,2976989,2977234
gene:Rv2655c,Chromosome,2977231,2978658
gene:Rv2656c,Chromosome,2978660,2979052
gene:Rv2657c,Chromosome,2979049,2979309
gene:Rv2658c,Chromosome,2979326,2979688
gene:Rv2659c,Chromosome,2979691,2980818
gene:Rv2660c,Chromosome,2980963,2981190
gene:Rv2661c,Chromosome,2981187,2981576
gene:Rv2662,Chromosome,2981482,2981754
gene:Rv2663,Chromosome,2981853,2982086
gene:Rv2664,Chromosome,2982097,2982351
gene:Rv2665,Chromosome,2982699,2982980
gene:Rv2666,Chromosome,2983071,2983874
gene:Rv2667,Chromosome,2983896,2984654
gene:Rv2668,Chromosome,2984733,2985254
gene:Rv2669,Chromosome,2985283,2985753
gene:Rv2670c,Chromosome,2985731,2986840
gene:Rv2671,Chromosome,2986839,2987615
gene:Rv2672,Chromosome,2987682,2989268
gene:Rv2673,Chromosome,2989291,2990592
gene:Rv2674,Chromosome,2990706,2991116
gene:Rv2675c,Chromosome,2991184,2991936
gene:Rv2676c,Chromosome,2991933,2992628
gene:Rv2677c,Chromosome,2992634,2993992
gene:Rv2678c,Chromosome,2993989,2995062
gene:Rv2679,Chromosome,2995115,2995945
gene:Rv2680,Chromosome,2996105,2996737
gene:Rv2681,Chromosome,2996739,2998055
gene:Rv2682c,Chromosome,2998052,2999968
gene:Rv2683,Chromosome,3000112,3000609
gene:Rv2684,Chromosome,3000614,3001903
gene:Rv2685,Chromosome,3001983,3003269
gene:Rv2686c,Chromosome,3003280,3004038
gene:Rv2687c,Chromosome,3004035,3004748
gene:Rv2688c,Chromosome,3004745,3005650
gene:Rv2689c,Chromosome,3005845,3007062
gene:Rv2690c,Chromosome,3007236,3009209
gene:Rv2691,Chromosome,3009344,3010027
gene:Rv2692,Chromosome,3010024,3010686
gene:Rv2693c,Chromosome,3010697,3011368
gene:Rv2694c,Chromosome,3011399,3011767
gene:Rv2695,Chromosome,3011916,3012623
gene:Rv2696c,Chromosome,3012829,3013608
gene:Rv2697c,Chromosome,3013683,3014147
gene:Rv2698,Chromosome,3014173,3014658
gene:Rv2699c,Chromosome,3014663,3014965
gene:Rv2700,Chromosome,3015203,3015853
gene:Rv2701c,Chromosome,3015863,3016735
gene:Rv2702,Chromosome,3016858,3017655
gene:Rv2703,Chromosome,3017835,3019421
gene:Rv2704,Chromosome,3019458,3019886
gene:Rv2705c,Chromosome,3019814,3020203
gene:Rv2706c,Chromosome,3020200,3020457
gene:Rv2707,Chromosome,3020573,3021547
gene:Rv2708c,Chromosome,3021548,3021796
gene:Rv2709,Chromosome,3021839,3022285
gene:Rv2710,Chromosome,3022461,3023432
gene:Rv2711,Chromosome,3023565,3024257
gene:Rv2712c,Chromosome,3024270,3025328
gene:Rv2713,Chromosome,3025441,3026847
gene:Rv2714,Chromosome,3027065,3028039
gene:Rv2715,Chromosome,3028098,3029123
gene:Rv2716,Chromosome,3029172,3029858
gene:Rv2717c,Chromosome,3029867,3030361
gene:Rv2718c,Chromosome,3030413,3030877
gene:Rv2719c,Chromosome,3031040,3031537
gene:Rv2720,Chromosome,3031788,3032498
gene:Rv2721c,Chromosome,3032520,3034619
gene:Rv2722,Chromosome,3034635,3034883
gene:Rv2723,Chromosome,3034909,3036102
gene:Rv2724c,Chromosome,3036131,3037291
gene:Rv2725c,Chromosome,3037427,3038914
gene:Rv2726c,Chromosome,3038931,3039800
gene:Rv2727c,Chromosome,3039825,3040769
gene:Rv2728c,Chromosome,3040766,3041461
gene:Rv2729c,Chromosome,3041570,3042475
gene:Rv2730,Chromosome,3042542,3043018
gene:Rv2731,Chromosome,3043026,3044378
gene:Rv2732c,Chromosome,3044375,3044989
gene:Rv2733c,Chromosome,3044986,3046524
gene:Rv2734,Chromosome,3046821,3047675
gene:Rv2735c,Chromosome,3047560,3048552
gene:Rv2736c,Chromosome,3048562,3049086
gene:Rv2737c,Chromosome,3049052,3051424
gene:Rv2737A,Chromosome,3051619,3051792
gene:Rv2738c,Chromosome,3051806,3052012
gene:Rv2739c,Chromosome,3052023,3053189
gene:Rv2740,Chromosome,3053233,3053682
gene:Rv2741,Chromosome,3053914,3055491
gene:Rv2742c,Chromosome,3055515,3056348
gene:Rv2743c,Chromosome,3056420,3057232
gene:Rv2744c,Chromosome,3057251,3058063
gene:Rv2745c,Chromosome,3058193,3058531
gene:Rv2746c,Chromosome,3058602,3059231
gene:Rv2747,Chromosome,3059262,3059786
gene:Rv2748c,Chromosome,3059855,3062506
gene:Rv2749,Chromosome,3062505,3062819
gene:Rv2750,Chromosome,3062816,3063634
gene:Rv2751,Chromosome,3063638,3064528
gene:Rv2752c,Chromosome,3064515,3066191
gene:Rv2753c,Chromosome,3066222,3067124
gene:Rv2754c,Chromosome,3067193,3067945
gene:Rv2755c,Chromosome,3068189,3068464
gene:Rv2756c,Chromosome,3068461,3070083
gene:Rv2757c,Chromosome,3070170,3070586
gene:Rv2758c,Chromosome,3070583,3070849
gene:Rv2759c,Chromosome,3070875,3071270
gene:Rv2760c,Chromosome,3071267,3071536
gene:Rv2761c,Chromosome,3071546,3072640
gene:Rv2762c,Chromosome,3072637,3073056
gene:Rv2763c,Chromosome,3073130,3073609
gene:Rv2764c,Chromosome,3073680,3074471
gene:Rv2765,Chromosome,3074636,3075373
gene:Rv2766c,Chromosome,3075588,3076370
gene:Rv2767c,Chromosome,3076367,3076720
gene:Rv2768c,Chromosome,3076894,3078078
gene:Rv2769c,Chromosome,3078158,3078985
gene:Rv2770c,Chromosome,3079309,3080457
gene:Rv2771c,Chromosome,3080581,3081033
gene:Rv2772c,Chromosome,3081119,3081592
gene:Rv2773c,Chromosome,3081604,3082341
gene:Rv2774c,Chromosome,3082352,3082756
gene:Rv2775,Chromosome,3082909,3083370
gene:Rv2776c,Chromosome,3083374,3084303
gene:Rv2777c,Chromosome,3084485,3085555
gene:Rv2778c,Chromosome,3085713,3086183
gene:Rv2779c,Chromosome,3086215,3086754
gene:Rv2780,Chromosome,3086820,3087935
gene:Rv2781c,Chromosome,3087950,3088984
gene:Rv2782c,Chromosome,3089045,3090361
gene:Rv2783c,Chromosome,3090339,3092597
gene:Rv2784c,Chromosome,3092951,3093466
gene:Rv2785c,Chromosome,3093479,3093748
gene:Rv2786c,Chromosome,3093905,3094900
gene:Rv2787,Chromosome,3095111,3096874
gene:Rv2788,Chromosome,3096959,3097645
gene:Rv2789c,Chromosome,3097706,3098938
gene:Rv2790c,Chromosome,3098964,3100169
gene:Rv2791c,Chromosome,3100202,3101581
gene:Rv2792c,Chromosome,3101581,3102162
gene:Rv2793c,Chromosome,3102364,3103260
gene:Rv2794c,Chromosome,3103257,3103940
gene:Rv2795c,Chromosome,3103937,3104911
gene:Rv2796c,Chromosome,3105056,3105619
gene:Rv2797c,Chromosome,3105619,3107307
gene:Rv2798c,Chromosome,3107311,3107637
gene:Rv2799,Chromosome,3107768,3108397
gene:Rv2800,Chromosome,3108416,3110065
gene:Rv2801c,Chromosome,3110167,3110523
gene:Rv2801A,Chromosome,3110507,3110737
gene:Rv2802c,Chromosome,3110780,3111823
gene:Rv2803,Chromosome,3111822,3112289
gene:Rv2804c,Chromosome,3112465,3113094
gene:Rv2805,Chromosome,3112867,3113271
gene:Rv2806,Chromosome,3113268,3113459
gene:Rv2807,Chromosome,3113658,3114812
gene:Rv2808,Chromosome,3115046,3115303
gene:Rv2809,Chromosome,3115408,3115719
gene:Rv2810c,Chromosome,3115741,3116142
gene:Rv2811,Chromosome,3116139,3116747
gene:Rv2812,Chromosome,3116818,3118227
gene:Rv2813,Chromosome,3118224,3119036
gene:Rv2814c,Chromosome,3120566,3121552
gene:Rv2815c,Chromosome,3121501,3121827
gene:Rv2816c,Chromosome,3123625,3123966
gene:Rv2817c,Chromosome,3123967,3124983
gene:Rv2818c,Chromosome,3124996,3126144
gene:Rv2819c,Chromosome,3126240,3127367
gene:Rv2820c,Chromosome,3127364,3128272
gene:Rv2821c,Chromosome,3128253,3128963
gene:Rv2822c,Chromosome,3128973,3129347
gene:Rv2823c,Chromosome,3129344,3131773
gene:Rv2824c,Chromosome,3131770,3132714
gene:Rv2825c,Chromosome,3132892,3133539
gene:Rv2826c,Chromosome,3133709,3134593
gene:Rv2827c,Chromosome,3134596,3135483
gene:Rv2828c,Chromosome,3135788,3136333
gene:Rv2828A,Chromosome,3136330,3136599
gene:Rv2829c,Chromosome,3136620,3137012
gene:Rv2830c,Chromosome,3137009,3137224
gene:Rv2831,Chromosome,3137271,3138020
gene:Rv2832c,Chromosome,3138099,3139181
gene:Rv2833c,Chromosome,3139174,3140484
gene:Rv2834c,Chromosome,3140487,3141314
gene:Rv2835c,Chromosome,3141311,3142222
gene:Rv2836c,Chromosome,3142309,3143628
gene:Rv2837c,Chromosome,3143635,3144645
gene:Rv2838c,Chromosome,3144620,3145171
gene:Rv2839c,Chromosome,3145171,3147873
gene:Rv2840c,Chromosome,3147959,3148258
gene:Rv2841c,Chromosome,3148385,3149428
gene:Rv2842c,Chromosome,3149425,3149976
gene:Rv2843,Chromosome,3150171,3150716
gene:Rv2844,Chromosome,3150713,3151201
gene:Rv2845c,Chromosome,3151202,3152950
gene:Rv2846c,Chromosome,3153039,3154631
gene:Rv2847c,Chromosome,3154654,3155871
gene:Rv2848c,Chromosome,3156148,3157521
gene:Rv2849c,Chromosome,3157521,3158144
gene:Rv2850c,Chromosome,3158165,3160054
gene:Rv2851c,Chromosome,3160051,3160521
gene:Rv2852c,Chromosome,3160580,3162061
gene:Rv2853,Chromosome,3162268,3164115
gene:Rv2854,Chromosome,3164152,3165192
gene:Rv2855,Chromosome,3165205,3166584
gene:Rv2856,Chromosome,3166684,3167802
gene:Rv2857c,Chromosome,3168583,3169359
gene:Rv2858c,Chromosome,3169356,3170723
gene:Rv2859c,Chromosome,3170720,3171646
gene:Rv2860c,Chromosome,3171627,3173000
gene:Rv2861c,Chromosome,3173160,3174017
gene:Rv2862c,Chromosome,3174059,3174643
gene:Rv2862A,Chromosome,3174747,3174995
gene:Rv2863,Chromosome,3174992,3175372
gene:Rv2864c,Chromosome,3175454,3177265
gene:Rv2865,Chromosome,3177537,3177818
gene:Rv2866,Chromosome,3177822,3178085
gene:Rv2867c,Chromosome,3178458,3179312
gene:Rv2868c,Chromosome,3179368,3180531
gene:Rv2869c,Chromosome,3180548,3181762
gene:Rv2870c,Chromosome,3181770,3183011
gene:Rv2871,Chromosome,3183138,3183395
gene:Rv2872,Chromosome,3183382,3183825
gene:Rv2873,Chromosome,3183905,3184567
gene:Rv2874,Chromosome,3184847,3186934
gene:Rv2875,Chromosome,3187030,3187611
gene:Rv2876,Chromosome,3187663,3187977
gene:Rv2877c,Chromosome,3188008,3188871
gene:Rv2878c,Chromosome,3188876,3189397
gene:Rv2879c,Chromosome,3189583,3190152
gene:Rv2880c,Chromosome,3189851,3190678
gene:Rv2881c,Chromosome,3190701,3191621
gene:Rv2882c,Chromosome,3191644,3192201
gene:Rv2883c,Chromosome,3192373,3193158
gene:Rv2884,Chromosome,3193393,3194151
gene:Rv2885c,Chromosome,3194166,3195548
gene:Rv2886c,Chromosome,3195545,3196432
gene:Rv2887,Chromosome,3196431,3196850
gene:Rv2888c,Chromosome,3196864,3198285
gene:Rv2889c,Chromosome,3198292,3199107
gene:Rv2890c,Chromosome,3199119,3199982
gene:Rv2891,Chromosome,3200266,3201015
gene:Rv2892c,Chromosome,3200794,3202020
gene:Rv2893,Chromosome,3202420,3203397
gene:Rv2894c,Chromosome,3203394,3204290
gene:Rv2895c,Chromosome,3204381,3205232
gene:Rv2896c,Chromosome,3205265,3206434
gene:Rv2897c,Chromosome,3206431,3207942
gene:Rv2898c,Chromosome,3207942,3208328
gene:Rv2899c,Chromosome,3208576,3209406
gene:Rv2900c,Chromosome,3209406,3211745
gene:Rv2901c,Chromosome,3211803,3212108
gene:Rv2902c,Chromosome,3212162,3212956
gene:Rv2903c,Chromosome,3212970,3213854
gene:Rv2904c,Chromosome,3213912,3214253
gene:Rv2905,Chromosome,3214628,3215572
gene:Rv2906c,Chromosome,3215665,3216357
gene:Rv2907c,Chromosome,3216361,3216891
gene:Rv2908c,Chromosome,3216905,3217147
gene:Rv2909c,Chromosome,3217155,3217643
gene:Rv2910c,Chromosome,3217827,3218270
gene:Rv2911,Chromosome,3218339,3219214
gene:Rv2912c,Chromosome,3219274,3219861
gene:Rv2913c,Chromosome,3219863,3221698
gene:Rv2914c,Chromosome,3221767,3223524
gene:Rv2915c,Chromosome,3223568,3224680
gene:Rv2916c,Chromosome,3224708,3226285
gene:Rv2917,Chromosome,3226363,3228243
gene:Rv2918c,Chromosome,3228254,3230680
gene:Rv2919c,Chromosome,3230738,3231076
gene:Rv2920c,Chromosome,3231073,3232506
gene:Rv2921c,Chromosome,3232871,3234139
gene:Rv2922c,Chromosome,3234189,3237806
gene:Rv2922A,Chromosome,3237818,3238099
gene:Rv2923c,Chromosome,3238086,3238499
gene:Rv2924c,Chromosome,3238601,3239470
gene:Rv2925c,Chromosome,3239829,3240551
gene:Rv2926c,Chromosome,3240548,3241171
gene:Rv2927c,Chromosome,3241222,3241959
gene:Rv2928,Chromosome,3242198,3242983
gene:Rv2929,Chromosome,3242970,3243281
gene:Rv2930,Chromosome,3243697,3245448
gene:Rv2931,Chromosome,3245445,3251075
gene:Rv2932,Chromosome,3251072,3255688
gene:Rv2933,Chromosome,3255685,3262251
gene:Rv2934,Chromosome,3262248,3267731
gene:Rv2935,Chromosome,3267737,3272203
gene:Rv2936,Chromosome,3272214,3273209
gene:Rv2937,Chromosome,3273206,3274075
gene:Rv2938,Chromosome,3274072,3274902
gene:Rv2939,Chromosome,3274949,3276217
gene:Rv2940c,Chromosome,3276380,3282715
gene:Rv2941,Chromosome,3283335,3285077
gene:Rv2942,Chromosome,3285070,3287832
gene:Rv2943,Chromosome,3288464,3289705
gene:Rv2943A,Chromosome,3289705,3290235
gene:Rv2944,Chromosome,3289790,3290506
gene:Rv2945c,Chromosome,3290624,3291325
gene:Rv2946c,Chromosome,3291503,3296353
gene:Rv2947c,Chromosome,3296350,3297840
gene:Rv2948c,Chromosome,3297837,3299954
gene:Rv2949c,Chromosome,3299971,3300570
gene:Rv2950c,Chromosome,3300596,3302455
gene:Rv2951c,Chromosome,3303103,3304248
gene:Rv2952,Chromosome,3304441,3305253
gene:Rv2953,Chromosome,3305279,3306535
gene:Rv2954c,Chromosome,3306666,3307391
gene:Rv2955c,Chromosome,3307580,3308545
gene:Rv2956,Chromosome,3308668,3309399
gene:Rv2957,Chromosome,3309470,3310297
gene:Rv2958c,Chromosome,3310714,3312000
gene:Rv2959c,Chromosome,3312101,3312838
gene:Rv2960c,Chromosome,3312953,3313201
gene:Rv2961,Chromosome,3313283,3313672
gene:Rv2962c,Chromosome,3313773,3315122
gene:Rv2963,Chromosome,3315236,3316456
gene:Rv2964,Chromosome,3316529,3317461
gene:Rv2965c,Chromosome,3318330,3318815
gene:Rv2966c,Chromosome,3318901,3319467
gene:Rv2967c,Chromosome,3319663,3323046
gene:Rv2968c,Chromosome,3323071,3323703
gene:Rv2969c,Chromosome,3323709,3324476
gene:Rv2970c,Chromosome,3324573,3325703
gene:Rv2970A,Chromosome,3325934,3326104
gene:Rv2971,Chromosome,3326101,3326949
gene:Rv2972c,Chromosome,3327023,3327736
gene:Rv2973c,Chromosome,3327733,3329946
gene:Rv2974c,Chromosome,3329949,3331361
gene:Rv2975c,Chromosome,3331358,3331612
gene:Rv2976c,Chromosome,3332071,3332754
gene:Rv2977c,Chromosome,3332787,3333788
